State Id,Date,Number of infected (new),Number of Death (New),Number of Recovery (New)
31.0,15/3/2020,7.153472666638352,0.0,1.0152762449400698
31.0,16/3/2020,7.154219703369967,0.0,1.065393594219784
31.0,17/3/2020,5.869151498017539,0.0,1.0545839195392204
31.0,18/3/2020,2.5098745556905446,0.0,0.9635607367654164
31.0,19/3/2020,0.0,0.0,0.7811963867397553
31.0,20/3/2020,0.0,0.0,0.5282493257272911
31.0,21/3/2020,0.0,0.0,0.25812873621184185
31.0,22/3/2020,0.0,0.0,0.0
31.0,23/3/2020,0.0,0.0,0.0
31.0,24/3/2020,0.0,0.0,0.0
31.0,25/3/2020,0.0,0.0,0.0
31.0,26/3/2020,0.0,0.0,0.0
31.0,27/3/2020,0.0,0.0,0.0
31.0,28/3/2020,0.0,0.0,0.0
31.0,29/3/2020,0.0,0.0,0.0
31.0,30/3/2020,0.0,0.0,0.0
31.0,31/3/2020,0.0,0.037682406373315463,0.0
31.0,1/4/2020,0.0,0.047067430513597804,0.0
31.0,2/4/2020,0.0,0.05533531838143742,0.0
31.0,3/4/2020,0.0,0.06193733710639052,0.0
31.0,4/4/2020,0.0,0.06566940727478995,0.0
31.0,5/4/2020,0.0,0.06475788786584943,0.0
31.0,6/4/2020,0.0,0.059745569132429344,0.0
31.0,7/4/2020,0.0,0.04983056283382137,0.0
31.0,8/4/2020,0.0,0.03572372137475536,0.0
31.0,9/4/2020,0.0,0.020370219730531457,0.0
31.0,10/4/2020,0.0,0.015059606241559692,0.0
31.0,11/4/2020,0.0,0.01991786719621793,0.0
31.0,12/4/2020,0.0,0.0211407913425567,0.0
31.0,13/4/2020,0.0,0.02319607115997703,0.0
31.0,14/4/2020,0.0,0.02346341084498261,0.0
31.0,15/4/2020,0.0,0.024709063444092336,0.0
31.0,16/4/2020,0.0,0.025948186145442698,0.0
31.0,17/4/2020,0.0,0.02716903290445228,0.0
31.0,18/4/2020,0.0,0.02831210788311482,0.0
31.0,19/4/2020,0.0,0.029409998468746874,0.0
31.0,20/4/2020,0.0,0.03044987152758751,0.0
31.0,21/4/2020,0.0,0.03142014093420902,0.0
31.0,22/4/2020,0.0,0.03224693477251249,0.0
31.0,23/4/2020,0.09892332552752237,0.03292630891904945,0.07453720488740935
31.0,24/4/2020,0.09726642083914538,0.033513768748769136,0.07266825472118707
31.0,25/4/2020,0.09556518309193518,0.03400594730606989,0.07077746565122986
31.0,26/4/2020,0.09383146396030784,0.03440136064790406,0.06888463336088374
31.0,27/4/2020,0.09207569335247578,0.03470025726484083,0.06700629502685251
31.0,28/4/2020,0.09030699949597687,0.034904424837427034,0.06515593542109957
31.0,29/4/2020,0.08853332874278641,0.035016970312024,0.06334424815863371
31.0,30/4/2020,0.08676156137097035,0.035042087561083006,0.06157943003998285
31.0,1/5/2020,0.08499762132012989,0.03498482477318601,0.0598674900121344
31.0,2/5/2020,0.08324657867941654,0.034850861337279625,0.05821255782725491
31.0,3/5/2020,0.08151274435134559,0.03464113471224874,0.056622347892192205
31.0,4/5/2020,0.6178110829451064,0.03436747484983899,0.5927522970669155
31.0,5/5/2020,0.7149934532326763,0.034036300150150134,0.609049236630438
31.0,6/5/2020,0.906645973595724,0.033653972505196784,0.631394993048972
31.0,7/5/2020,1.1221914892374003,0.033226688860079144,0.6608660048372377
31.0,8/5/2020,1.3685619130279998,0.03276039661412991,0.6979598181527027
31.0,9/5/2020,1.6528893051448594,0.0322607307391001,0.743470355822023
31.0,10/5/2020,1.9828829020663408,0.03173297007177346,0.7984962214005811
31.0,11/5/2020,2.3671137263903868,0.03118200980715481,0.8644497589660146
31.0,12/5/2020,2.815257241097295,0.030612347993338087,0.9430712236786866
31.0,13/5/2020,3.3383216956315325,0.03002808346371966,1.03644986629928
31.0,14/5/2020,3.9488830020270296,0.029432922282879363,1.1470534307388913
31.0,15/5/2020,4.661338189808782,0.028830190818818265,1.2777667010723213
