State id,Date,Simulated total infected,Simulated total death,Simulated total recovery
7.0,24/4/2020,101980.76323448014,17.101630765639314,210071.49150007902
7.0,25/4/2020,132897.42151450692,25.954038080401745,213053.91774089844
7.0,26/4/2020,173608.339904888,41.74481475163205,216862.76812828687
7.0,27/4/2020,227120.2751487237,69.808539115283,221769.01327052826
7.0,28/4/2020,297326.52042084734,118.6701288678839,228123.2769913127
7.0,29/4/2020,389241.2103847246,202.5703307400708,236378.35864408343
7.0,30/4/2020,509276.39511124534,342.959639910353,247119.4371280726
7.0,1/5/2020,665555.1413827005,563.9237123459893,261108.32322676753
7.0,2/5/2020,868240.0645967608,869.1825550514038,279355.3496477014
7.0,3/5/2020,1129833.3088943134,1187.0019680945857,303233.36691720795
7.0,4/5/2020,1465363.3786245799,1568.51291168846,333439.4280163939
,5/5/2020,1928692.3974921743,1975.8062261125876,373083.547365874
8.0,14/3/2020,30.0,0.0,0.0
8.0,15/3/2020,44.98755372567792,0.0,1.0591145121067849
8.0,16/3/2020,70.59897431703766,0.0,2.456431859495505
8.0,17/3/2020,114.6013692057997,0.0,4.465939074455854
8.0,18/3/2020,190.46623353074824,0.0,7.551135754447313
8.0,19/3/2020,321.26764560669034,0.0,12.49606404038388
8.0,20/3/2020,544.8948274255047,0.0,20.582251706851583
8.0,21/3/2020,915.7343708632659,0.0,33.64552193333202
8.0,22/3/2020,1475.0767990437616,0.0,53.087932375555376
8.0,23/3/2020,2108.002183753016,0.0,75.06692109560207
8.0,24/3/2020,2341.167118688451,0.0,83.61329267556752
8.0,25/3/2020,1781.8458576292812,0.0,69.91487441588681
8.0,26/3/2020,1129.0176967176292,0.0,54.352929510553714
8.0,27/3/2020,472.6368049541469,0.0,50.53837981886464
8.0,28/3/2020,274.4232866431009,0.0,47.766557622650794
8.0,29/3/2020,167.89413425538962,0.0,31.804901873372735
8.0,30/3/2020,149.26536570676788,0.0,24.18752529828454
8.0,31/3/2020,149.38901538439006,0.03299191632012221,14.672952585281188
8.0,1/4/2020,149.51513528855548,0.07396959804080007,3.9562720228938595
8.0,2/4/2020,149.64285308501815,0.1302676211630753,3.8999739997715843
8.0,3/4/2020,149.7715319611323,0.21310338079771843,3.8171382401369414
8.0,4/4/2020,149.90072121270876,0.3405017638898459,3.689739857044814
8.0,5/4/2020,150.03013330620922,0.5421024012959965,3.4881392196386636
8.0,6/4/2020,118.94122624936534,0.8663239597758551,3.163917661158805
8.0,7/4/2020,100.75616303540515,1.3877513945574598,2.6424902263772005
8.0,8/4/2020,100.87514243986608,2.1981213567450437,1.8321202641896164
8.0,9/4/2020,100.99433853484285,3.3237734313659395,0.7064681895687204
8.0,10/4/2020,101.11396166529498,4.547917381590049,0.0
8.0,11/4/2020,101.23426402198885,5.508669533554878,0.0
8.0,12/4/2020,101.3555237750134,6.221476663782448,0.0
8.0,13/4/2020,91.54012251555807,6.724453269037998,0.0
8.0,14/4/2020,91.6629916908515,7.109854736327431,0.0
8.0,15/4/2020,91.78767979629701,7.313528440324695,0.0
8.0,16/4/2020,91.9144577762717,7.4620772864141784,0.0
8.0,17/4/2020,91.81671501568377,7.617431635592577,0.0
8.0,18/4/2020,91.94816189120112,7.779727445629402,0.0
8.0,19/4/2020,103.55890714984263,7.9490526622530515,0.0
8.0,20/4/2020,116.83467813727628,8.125460181926037,1.786009696479438
8.0,21/4/2020,132.02260677984597,8.308978094990785,5.202435656948375
8.0,22/4/2020,149.40288723641527,8.499618666351102,9.116306028608358
8.0,23/4/2020,169.29369662888615,8.697386291041719,13.589300072048959
8.0,24/4/2020,192.05680125684685,8.901842327594862,18.694847652729145
8.0,25/4/2020,218.1039281550583,9.112846822018234,24.518480200104023
8.0,26/4/2020,247.90399913385906,9.330411700650853,31.15932434534177
8.0,27/4/2020,281.9913420350016,9.554560466920325,38.73185908475257
8.0,28/4/2020,320.9750087140484,9.785330504476777,47.36782194140843
8.0,29/4/2020,365.54934826775116,10.022774507057958,57.21843560519119
8.0,30/4/2020,416.5060005408759,10.257354916410163,68.46659498601817
8.0,1/5/2020,474.7474957902817,10.498697871108801,81.30108876283877
8.0,2/5/2020,541.3026669906305,10.74690348249267,95.94870605623196
8.0,3/5/2020,617.3440989034173,11.002086774295249,112.66860778884136
8.0,4/5/2020,704.4203174245333,11.251890443021633,141.804342349892
,5/5/2020,817.1188163680971,11.50892876156324,174.87346746721994
9.0,14/3/2020,30.0,0.0,0.0
9.0,15/3/2020,43.34866624815875,0.0,1.0500881236205264
9.0,16/3/2020,65.65482287842406,0.0,2.404826253038124
9.0,17/3/2020,103.25177486601005,0.0,4.293647571848396
9.0,18/3/2020,166.74434830355807,0.0,7.089706420678134
9.0,19/3/2020,272.6560430044284,0.0,11.366790057683199
9.0,20/3/2020,440.9276851984958,0.0,17.81547113393747
9.0,21/3/2020,669.1693041275292,0.0,26.388141975803187
9.0,22/3/2020,854.4319404493359,0.0,33.66957792067436
9.0,23/3/2020,798.9049003587024,0.0,33.27086334267341
9.0,24/3/2020,489.1280931065539,0.0,24.557960595713773
9.0,25/3/2020,320.46481785639634,0.0,22.523324373029702
9.0,26/3/2020,119.86965647236832,0.0,18.943725487525384
9.0,27/3/2020,38.35061073319082,0.0,16.097366120965187
9.0,28/3/2020,38.44574231175554,0.0,12.978576312985506
9.0,29/3/2020,38.207231589012906,0.0,9.458460274372271
9.0,30/3/2020,38.305711381702885,0.0,5.481451862736998
9.0,31/3/2020,37.227738801467275,0.031633018484866646,0.9925277322216584
9.0,1/4/2020,37.32175956443937,0.07110967569953633,0.9530510750069887
9.0,2/4/2020,37.41561151901246,0.12552271405590637,0.8986380366506187
9.0,3/4/2020,37.50883330368666,0.2055057639921267,0.8186549867143984
9.0,4/4/2020,37.601070934881385,0.32764937771162506,0.6965113729949001
9.0,5/4/2020,37.69208403921678,0.517618928745539,0.5065418219609861
9.0,6/4/2020,31.589186402255393,0.8112794915595691,0.21288125914695605
9.0,7/4/2020,21.108380297342663,1.2398186439667387,0.0
9.0,8/4/2020,21.18829148454316,1.7709115539241411,0.0
9.0,9/4/2020,14.794869654583632,2.263046009780733,0.0
9.0,10/4/2020,14.869128055242754,2.597867954689706,0.0
9.0,11/4/2020,14.942481367592713,2.8690363827309917,0.0
9.0,12/4/2020,13.436387273639982,3.042367307020014,0.0
9.0,13/4/2020,13.508106767617857,3.1566810969049843,0.0
